"","X","Y","station","rok","mies","tavg","opad","cisnienie"
"11704",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2013,7,18,89.6,998.4
"11716",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2013,8,17.3,64.5,1000.1
"11719",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2013,9,11.2,167.2,994.7
"11831",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2013,10,8.6,11.2,1001.1
"11764",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2013,11,4.8,34.1,995.2
"11752",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2013,12,1.2,25.4,999.8
"11922",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2014,1,-4.6,43.7,998.3
"11926",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2014,2,0.1,23.8,996.2
"11927",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2014,3,5.2,31.1,997.3
"11832",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2014,4,8.9,21.2,997
"11791",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2014,5,13.3,66,996.7
"11753",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2014,6,14.7,82.4,996.1
"11794",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2014,7,19.8,69.1,997.2
"11755",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2014,8,17.1,59.6,994.8
"11729",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2014,9,12.7,20.7,1001.2
"11923",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2014,10,7.5,3.6,1002.2
"11911",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2014,11,2.5,25.8,1003.2
"11925",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2014,12,-0.9,53.3,997.6
"11740",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2015,1,0,44.6,992.7
"11741",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2015,2,-0.1,3.1,998.3
"11823",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2015,3,4.2,40.6,1001.8
"11892",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2015,4,7.2,28.9,995.5
"11920",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2015,5,11.6,102.9,996.6
"11921",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2015,6,15.7,25.8,999.4
"11908",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2015,7,17.9,62.8,995.7
"11896",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2015,8,20,5.2,1001.4
"11946",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2015,9,14.1,33.6,999.7
"11941",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2015,10,5.9,36,1004.5
"11942",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2015,11,4.2,81.2,995.5
"11943",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2015,12,2.9,60.9,1005.4
"11759",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2016,1,-5,27.4,995.6
"11778",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2016,2,2.1,56.1,991.8
"11780",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2016,3,2.7,57.7,995.9
"11781",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2016,4,8,37.3,993.7
"11782",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2016,5,14.5,46.7,996.6
"11864",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2016,6,17.5,44.4,996.5
"11865",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2016,7,18.3,186.6,996.3
"11893",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2016,8,16.9,68.6,1000.1
"11894",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2016,9,13.5,21.5,1001
"11774",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2016,10,5.9,135.9,1003.7
"11816",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2016,11,1.6,54.6,997
"11775",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2016,12,0,53.2,1003.3
"11757",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2017,1,-4.6,13,1002.4
"11758",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2017,2,-2.2,45.3,1000.8
"11910",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2017,3,4.7,50.7,996
"11898",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2017,4,6.3,78,996.3
"11912",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2017,5,12.9,101.1,998.7
"11886",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2017,6,16.2,116.1,994.1
"11914",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2017,7,17.1,82.8,994.6
"11915",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2017,8,17.6,108.2,999.3
"11932",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2017,9,13.2,123.4,997
"11933",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2017,10,8.1,112.8,994.6
"11948",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2017,11,3.8,47.9,995.6
"11945",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2017,12,1.5,55.3,991.6
"11722",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2018,1,-1.4,27.4,997.7
"11723",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2018,2,-4.5,14.9,1001.2
"11725",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2018,3,-1.2,22.9,991.2
"11713",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2018,4,11.7,41,996.2
"11720",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2018,5,16.7,31.2,1000.6
"11702",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2018,6,18,22.4,996.5
"11872",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2018,7,19.8,144.8,993.9
"11817",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2018,8,19.2,25.9,999.2
"11779",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2018,9,14.6,65.9,1001
"11820",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2018,10,8.4,40.4,999.8
"11821",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2018,11,3,21.3,1007.2
"11822",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2018,12,-0.2,78.1,997.4
"11859",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2019,1,-3.7,54.5,990.3
"11876",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2019,2,1.8,11,1000.7
"11877",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2019,3,4.2,45.4,993.7
"11878",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2019,4,8.9,4.1,1001.7
"11879",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2019,5,12.9,100.4,994.2
"11880",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2019,6,20.8,50.3,1000.1
"11812",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2019,7,17.3,113.5,993.7
"11813",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2019,8,17.8,100.7,999.4
"11787",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2019,9,13,54,998.4
"11873",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2019,10,9.8,23,996.9
"11901",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2019,11,5.4,19.5,994.1
"11875",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2019,12,2.3,41.2,993.6
"11727",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2020,1,1.8,32,1000.8
"11869",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2020,2,2.4,49.5,990.9
"11844",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2020,3,3.3,32.5,999.5
"11845",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2020,4,7.1,5.1,998.6
"11790",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2020,5,10.8,72,997.3
"11860",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2020,6,18.7,138.6,993.9
"11861",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2020,7,17.6,43.2,996.7
"11862",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2020,8,18.7,97.5,996.4
"11863",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2020,9,14.4,24.5,999.1
"11728",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2020,10,10.2,84.9,995.4
"11909",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2020,11,4.9,20.6,1004.9
"11868",23.1622813070803,53.1072590170855,"BIAŁYSTOK",2020,12,0.6,39.5,998.1
"12061",15.3889851204117,54.1584416561737,"KOŁOBRZEG-DŹWIRZYNO",2000,1,1.5,53.8,1016
"11958",15.3889851204117,54.1584416561737,"KOŁOBRZEG-DŹWIRZYNO",2000,2,3.4,58.7,1013.2
"11971",15.3889851204117,54.1584416561737,"KOŁOBRZEG-DŹWIRZYNO",2000,3,4.2,79.8,1012.4
"11960",15.3889851204117,54.1584416561737,"KOŁOBRZEG-DŹWIRZYNO",2000,4,10,18.2,1009.8
"12060",15.3889851204117,54.1584416561737,"KOŁOBRZEG-DŹWIRZYNO",2000,5,12.9,16.2,1016.2
"11959",15.3889851204117,54.1584416561737,"KOŁOBRZEG-DŹWIRZYNO",2000,6,16,102.4,1016.1
"11954",15.3889851204117,54.1584416561737,"KOŁOBRZEG-DŹWIRZYNO",2000,7,15.4,54.3,1008.6
"11969",15.3889851204117,54.1584416561737,"KOŁOBRZEG-DŹWIRZYNO",2000,8,16.5,49.2,1016.4
"11950",15.3889851204117,54.1584416561737,"KOŁOBRZEG-DŹWIRZYNO",2000,9,12.7,53.2,1016.2
"12021",15.3889851204117,54.1584416561737,"KOŁOBRZEG-DŹWIRZYNO",2000,10,11.8,24.8,1013.5
"11976",15.3889851204117,54.1584416561737,"KOŁOBRZEG-DŹWIRZYNO",2000,11,6.6,59.4,1008
"11977",15.3889851204117,54.1584416561737,"KOŁOBRZEG-DŹWIRZYNO",2000,12,3.1,40.9,1009.9
"12192",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2001,1,1,36.5,NA
"12162",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2001,2,0.8,35.5,NA
"12167",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2001,3,1.8,40.6,NA
"12173",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2001,4,7,62.1,NA
"12152",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2001,5,12.2,21.2,NA
"12150",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2001,6,14.1,90.2,NA
"12027",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2001,7,18.9,43.6,NA
"12068",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2001,8,18.3,94.9,NA
"12001",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2001,9,12.5,152.2,NA
"11994",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2001,10,11.3,45.8,NA
"11972",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2001,11,4.8,62.5,NA
"11973",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2001,12,0.5,79.2,NA
"12178",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2002,1,1.6,67.9,NA
"12174",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2002,2,4.8,64,NA
"12067",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2002,3,4.5,65.7,NA
"12154",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2002,4,7,41.7,NA
"12179",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2002,5,13,61.3,NA
"12176",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2002,6,16.5,111.3,NA
"12164",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2002,7,18.2,57.4,NA
"12100",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2002,8,19.1,96.4,NA
"12088",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2002,9,14,118.3,NA
"12028",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2002,10,7.8,142.4,NA
"12110",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2002,11,4,51.9,NA
"12071",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2002,12,-2.5,18.6,NA
"12181",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2003,1,-0.3,46.4,NA
"12172",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2003,2,-2.4,4.7,NA
"12117",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2003,3,2,16.4,NA
"12115",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2003,4,6.3,34.3,NA
"12129",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2003,5,13.4,49.6,NA
"12086",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2003,6,16.9,31.1,NA
"12048",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2003,7,18.7,58.4,NA
"11996",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2003,8,18.1,73.1,NA
"12119",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2003,9,14,86.5,NA
"12200",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2003,10,7,76.7,NA
"12188",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2003,11,5.8,36.1,NA
"12185",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2003,12,3.3,70.9,NA
"12016",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2004,1,-2.9,56.6,NA
"12125",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2004,2,1.6,61.4,NA
"12155",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2004,3,4.1,31,NA
"11975",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2004,4,7.5,41.4,NA
"11970",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2004,5,11.1,47,NA
"12098",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2004,6,14.3,68.7,NA
"12089",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2004,7,16.2,98.9,NA
"12171",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2004,8,17.9,61.6,NA
"12197",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2004,9,13.6,46.6,NA
"12169",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2004,10,9.9,74.7,NA
"12191",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2004,11,4.9,53.9,NA
"12186",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2004,12,3.2,69.4,NA
"12097",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2005,1,2.6,68.8,1011.9
"12141",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2005,2,-0.4,51,1015.8
"12189",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2005,3,1,49.7,1014.8
"12196",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2005,4,7,13.4,1016
"12170",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2005,5,12.2,57,1014.4
"12195",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2005,6,15,31.5,1015.8
"12194",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2005,7,18.1,102.5,1012.3
"12159",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2005,8,16.1,90.5,1014.5
"12144",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2005,9,14.7,53.2,1018.1
"12168",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2005,10,10,34.2,1021.5
"12183",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2005,11,5.1,47.9,1014.7
"12126",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2005,12,1.7,78.5,1012.1
"12142",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2006,1,-4.4,13.6,1027.1
"11986",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2006,2,-0.4,36.5,1013.4
"11999",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2006,3,0.5,29.4,1010.4
"12010",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2006,4,6.8,52.4,1011.9
"11997",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2006,5,11.3,62.9,1014
"12175",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2006,6,16.3,49.9,1019.2
"12153",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2006,7,21,4.1,1019.3
"12056",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2006,8,17.3,208.5,1007.2
"11992",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2006,9,16.3,45.4,1015.6
"12046",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2006,10,11.9,30.5,1012.1
"12007",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2006,11,7.6,58.4,1011.5
"12045",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2006,12,6.1,45.5,1018.8
"12083",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2007,1,4.9,119.4,1006.4
"12128",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2007,2,1.1,48.4,1010.7
"12102",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2007,3,6,46.1,1014.3
"12116",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2007,4,8.9,16.4,1019.9
"12035",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2007,5,13.6,72.7,1009.5
"12006",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2007,6,16.7,126.8,1010.8
"12036",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2007,7,17.5,157.6,1008.5
"12106",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2007,8,18,60.2,1012.8
"12132",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2007,9,13.5,84.8,1013.9
"12026",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2007,10,8.7,28.2,1022.7
"12082",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2007,11,4.3,76.3,1011.4
"12143",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2007,12,2.9,46,1019.3
"12044",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2008,1,2.9,43,NA
"12041",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2008,2,4.5,37.3,NA
"12003",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2008,3,4.1,77.3,NA
"12085",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2008,4,7,82.4,NA
"11983",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2008,5,11.6,9,NA
"12009",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2008,6,15.2,74.1,NA
"11985",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2008,7,17.4,30.3,NA
"12037",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2008,8,17.5,132.7,NA
"11990",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2008,9,13.1,46.6,NA
"12024",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2008,10,9.2,79.3,NA
"12052",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2008,11,6,69.1,NA
"11978",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2008,12,2.1,35.3,NA
"11963",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2009,1,-0.4,21.3,1014.5
"12014",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2009,2,-0.2,50.1,1010.7
"12038",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2009,3,3.3,59.1,1010.4
"11991",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2009,4,8.8,13.4,1017.2
"11989",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2009,5,11.7,51.8,1018
"12058",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2009,6,13.5,96.3,1013.5
"12019",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2009,7,18.3,108.5,1011.5
"12012",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2009,8,17.9,69,1016.4
"12118",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2009,9,14.4,74.3,1018.2
"11988",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2009,10,7.6,141.4,1014.6
"12107",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2009,11,6.7,66.2,1007.1
"12121",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2009,12,-0.2,37.3,1008.8
"11981",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2010,1,-5.1,45.9,1017.1
"12145",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2010,2,-0.5,28.4,1005.8
"12091",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2010,3,3.4,41.4,1013
"12127",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2010,4,7,7.8,1018.2
"12177",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2010,5,9.4,94.6,1011.5
"12166",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2010,6,15,24.1,1013.9
"12111",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2010,7,20.5,96,1015
"12070",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2010,8,18.2,151.7,1010.6
"12031",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2010,9,13.1,63.6,1013.5
"12059",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2010,10,7.2,33.6,1015.2
"12047",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2010,11,4.8,107.4,1004.3
"12103",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2010,12,-4.3,65,1009.8
"12147",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2011,1,0.6,35.7,1015.6
"12180",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2011,2,-1.6,40.9,1018.8
"12182",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2011,3,2.8,21.8,1021.5
"12063",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2011,4,8.4,27.1,1017.5
"12022",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2011,5,12.9,59.7,1018.2
"12133",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2011,6,16.7,51.2,1014.2
"12199",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2011,7,17.3,132.4,1008.7
"12120",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2011,8,17.6,127.5,1012.3
"12092",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2011,9,14.7,43.9,1014.6
"12053",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2011,10,9.8,74.5,1018
"12054",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2011,11,4.8,4.9,1022.6
"12156",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2011,12,4,78.1,1005.3
"12079",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2012,1,1.7,81.2,1013.8
"12135",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2012,2,-2.6,59,1022.9
"12055",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2012,3,4.3,9.5,1022.4
"12114",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2012,4,7.3,39.8,1005.9
"12130",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2012,5,12.5,15.8,1015.9
"12157",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2012,6,15.4,99.9,1011.7
"12049",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2012,7,17.8,76.1,1012.8
"12020",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2012,8,17.9,53.1,1015.5
"12023",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2012,9,14.5,68.1,1013.2
"12163",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2012,10,9,82,1011
"12137",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2012,11,5.6,58.9,1011.6
"12136",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2012,12,-0.4,58.1,1010.2
"12146",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2013,1,-0.7,75.8,1012.1
"12081",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2013,2,0.4,36.3,1014.9
"12004",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2013,3,-0.9,32.4,1013.7
"12011",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2013,4,6.9,30.9,1015.6
"12025",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2013,5,13.3,74.9,1010.1
"12017",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2013,6,16.1,51.7,1015.3
"12087",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2013,7,18.5,91.5,1017.8
"12075",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2013,8,18,57.4,1017.2
"12193",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2013,9,13,60.5,1013.9
"12187",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2013,10,10.4,81.9,1015.6
"12064",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2013,11,6.2,53.4,1011.8
"12080",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2013,12,4.4,43.6,1015.1
"12042",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2014,1,-0.9,44,1011.9
"12105",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2014,2,4.1,12.7,1007.9
"12190",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2014,3,5.9,29.5,1015.5
"12161",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2014,4,8.6,23.1,1014.4
"12095",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2014,5,12.7,62.6,1014.5
"12096",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2014,6,15.6,82.2,1015
"12015",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2014,7,19.5,19.1,1013.6
"12057",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2014,8,17.4,154.6,1010.7
"12198",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2014,9,14.8,58.6,1017.6
"12112",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2014,10,11.2,49,1016.4
"12034",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2014,11,6.2,18,1016.3
"12050",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2014,12,2.1,87.3,1013.2
"11968",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2015,1,2.6,41.7,NA
"12040",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2015,2,1.5,15.9,NA
"12122",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2015,3,5,53.8,NA
"12123",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2015,4,7.9,34.9,NA
"12151",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2015,5,11.9,43.8,NA
"12101",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2015,6,14.9,74.9,NA
"12062",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2015,7,17.8,68.1,NA
"12076",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2015,8,19,13.7,NA
"12158",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2015,9,14.6,64,NA
"12090",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2015,10,8.3,26.8,NA
"12104",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2015,11,6.9,76.2,NA
"12078",15.3889851204117,54.1584416561737,"KOŁOBRZEG",2015,12,6.2,65.2,NA
"12039",15.3889851204117,54.1584416561737,"KOŁOBRZEG-DŹWIRZYNO",2016,1,-1.2,42.1,1012
